date,region,confirmed,death,released
20210925,Jeonbuk,4306,60,3808
20210925,Jeonnam,2978,21,2798
20210925,Gyeongbuk,7951,91,7475
20210925,Gyeongnam,11068,36,10665
20210925,Jeju,2832,2,2738
20210925,Quarantine,6049,14,5844
20210926,Seoul,96858,632,83681
20210926,Busan,12548,155,11866
20210926,Daegu,15076,242,14038
20210926,Incheon,15231,86,13089
20210926,Gwangju,4873,29,4506
20210926,Daejeon,6815,44,6167
20210926,Ulsan,5073,49,4788
20210926,Sejong,1197,1,1111
20210926,Gyeonggi,86771,794,76266
20210926,Gangwon,6319,62,5787
20210926,Chungbuk,6077,75,5558
20210926,Chungnam,8869,56,7862
20210926,Jeonbuk,4354,61,3837
20210926,Jeonnam,3003,21,2801
20210926,Gyeongbuk,8036,91,7500
20210926,Gyeongnam,11141,36,10694
20210926,Jeju,2839,2,2745
20210926,Quarantine,6058,14,5844
20210927,Seoul,97634,633,83865
20210927,Busan,12591,155,11920
20210927,Daegu,15191,242,14064
20210927,Incheon,15376,86,13161
20210927,Gwangju,4901,29,4521
20210927,Daejeon,6866,44,6195
20210927,Ulsan,5093,52,4811
20210927,Sejong,1211,1,1117
20210927,Gyeonggi,87526,795,76650
20210927,Gangwon,6359,62,5851
20210927,Chungbuk,6140,76,5578
20210927,Chungnam,8947,56,7886
20210927,Jeonbuk,4397,61,3860
20210927,Jeonnam,3019,21,2816
20210927,Gyeongbuk,8107,91,7519
20210927,Gyeongnam,11242,36,10721
20210927,Jeju,2848,2,2753
20210927,Quarantine,6070,14,5844
20210928,Seoul,98474,635,84592
20210928,Busan,12620,155,11965
20210928,Daegu,15317,242,14131
20210928,Incheon,15499,87,13291
20210928,Gwangju,4929,29,4555
20210928,Daejeon,6920,45,6240
20210928,Ulsan,5110,52,4845
20210928,Sejong,1215,1,1133
20210928,Gyeonggi,88247,798,77059
20210928,Gangwon,6385,62,5900
20210928,Chungbuk,6199,77,5625
20210928,Chungnam,8995,56,7919
20210928,Jeonbuk,4439,61,3943
20210928,Jeonnam,3037,21,2821
20210928,Gyeongbuk,8182,91,7560
20210928,Gyeongnam,11309,36,10748
20210928,Jeju,2855,2,2757
20210928,Quarantine,6073,14,5844
20210929,Seoul,99525,639,85358
20210929,Busan,12672,155,12012
20210929,Daegu,15426,242,14182
20210929,Incheon,15653,88,13380
20210929,Gwangju,4957,29,4584
20210929,Daejeon,6949,46,6291
20210929,Ulsan,5137,52,4867
20210929,Sejong,1225,1,1136
20210929,Gyeonggi,89237,800,77570
20210929,Gangwon,6405,62,5938
20210929,Chungbuk,6283,77,5656
20210929,Chungnam,9072,56,7953
20210929,Jeonbuk,4480,61,3969
20210929,Jeonnam,3060,21,2833
20210929,Gyeongbuk,8270,91,7594
20210929,Gyeongnam,11393,37,10790
20210929,Jeju,2860,2,2767
20210929,Quarantine,6082,15,5844
20210930,Seoul,100469,643,85901
20210930,Busan,12721,155,12065
20210930,Daegu,15499,242,14221
20210930,Incheon,15801,88,13478
20210930,Gwangju,4989,29,4617
20210930,Daejeon,6985,46,6322
20210930,Ulsan,5164,52,4880
20210930,Sejong,1239,1,1146
20210930,Gyeonggi,90120,803,78032
20210930,Gangwon,6437,62,5979
20210930,Chungbuk,6344,77,5681
20210930,Chungnam,9132,56,7975
20210930,Jeonbuk,4515,61,4005
20210930,Jeonnam,3084,21,2837
20210930,Gyeongbuk,8322,91,7630
20210930,Gyeongnam,11460,37,10815
20210930,Jeju,2875,2,2777
20210930,Quarantine,6091,15,5844
20211001,Seoul,101382,649,86430
20211001,Busan,12767,155,12121
20211001,Daegu,15584,242,14274
20211001,Incheon,15960,88,13573
20211001,Gwangju,5017,29,4656
20211001,Daejeon,7023,47,6346
20211001,Ulsan,5188,55,4895
20211001,Sejong,1247,1,1147
20211001,Gyeonggi,90945,806,78385
20211001,Gangwon,6489,63,6016
20211001,Chungbuk,6383,78,5706
20211001,Chungnam,9192,57,8009
20211001,Jeonbuk,4547,61,4048
20211001,Jeonnam,3113,21,2847
20211001,Gyeongbuk,8382,91,7665
20211001,Gyeongnam,11529,37,10833
20211001,Jeju,2884,2,2781
20211001,Quarantine,6098,15,5844
20211002,Seoul,102174,653,86990
20211002,Busan,12809,155,12176
20211002,Daegu,15664,242,14326
20211002,Incheon,16076,88,13680
20211002,Gwangju,5042,29,4691
20211002,Daejeon,7058,48,6378
20211002,Ulsan,5207,55,4920
20211002,Sejong,1258,1,1148
20211002,Gyeonggi,91704,807,78785
20211002,Gangwon,6522,63,6037
20211002,Chungbuk,6443,78,5747
20211002,Chungnam,9243,58,8020
20211002,Jeonbuk,4570,61,4081
20211002,Jeonnam,3135,21,2868
20211002,Gyeongbuk,8438,91,7695
20211002,Gyeongnam,11637,37,10868
20211002,Jeju,2892,2,2790
20211002,Quarantine,6105,15,5892
20211003,Seoul,102908,655,87614
20211003,Busan,12842,155,12208
20211003,Daegu,15722,242,14370
20211003,Incheon,16204,88,14058
20211003,Gwangju,5064,29,4691
20211003,Daejeon,7099,48,6423
20211003,Ulsan,5225,55,4946
20211003,Sejong,1265,1,1162
20211003,Gyeonggi,92382,808,79159
20211003,Gangwon,6572,63,6064
20211003,Chungbuk,6487,78,5794
20211003,Chungnam,9287,58,8057
20211003,Jeonbuk,4599,61,4118
20211003,Jeonnam,3160,21,2883
20211003,Gyeongbuk,8535,91,7712
20211003,Gyeongnam,11702,37,10890
20211003,Jeju,2897,2,2793
20211003,Quarantine,6111,15,5905
20211004,Seoul,103480,656,88206
20211004,Busan,12879,155,12238
20211004,Daegu,15790,242,14481
20211004,Incheon,16324,89,14518
20211004,Gwangju,5077,29,4746
20211004,Daejeon,7137,49,6529
20211004,Ulsan,5230,55,4966
20211004,Sejong,1268,1,1180
20211004,Gyeonggi,92916,811,81163
20211004,Gangwon,6609,63,6100
20211004,Chungbuk,6531,78,5864
20211004,Chungnam,9329,58,8210
20211004,Jeonbuk,4620,61,4167
20211004,Jeonnam,3173,21,2897
20211004,Gyeongbuk,8595,91,7753
20211004,Gyeongnam,11749,37,10922
20211004,Jeju,2904,2,2812
20211004,Quarantine,6120,15,5917
20211005,Seoul,104001,662,88585
20211005,Busan,12926,155,12264
20211005,Daegu,15840,242,14581
20211005,Incheon,16430,90,14622
20211005,Gwangju,5092,29,4792
20211005,Daejeon,7176,49,6575
20211005,Ulsan,5242,55,4981
20211005,Sejong,1278,1,1191
20211005,Gyeonggi,93412,815,81660
20211005,Gangwon,6633,63,6166
20211005,Chungbuk,6575,78,5912
20211005,Chungnam,9363,58,8249
20211005,Jeonbuk,4643,61,4210
20211005,Jeonnam,3186,21,2916
20211005,Gyeongbuk,8652,91,7799
20211005,Gyeongnam,11819,37,10952
20211005,Jeju,2909,2,2825
20211005,Quarantine,6128,15,5917
20211006,Seoul,104691,666,89560
20211006,Busan,12964,155,12310
20211006,Daegu,15904,243,14732
20211006,Incheon,16563,90,14763
20211006,Gwangju,5108,29,4842
20211006,Daejeon,7207,49,6678
20211006,Ulsan,5246,55,5019
20211006,Sejong,1283,1,1198
20211006,Gyeonggi,94097,821,82437
20211006,Gangwon,6664,63,6218
20211006,Chungbuk,6613,79,5971
20211006,Chungnam,9432,58,8444
20211006,Jeonbuk,4663,61,4261
20211006,Jeonnam,3199,21,2951
20211006,Gyeongbuk,8707,91,7870
20211006,Gyeongnam,11939,37,11012
20211006,Jeju,2913,2,2832
20211006,Quarantine,6139,15,5942
20211007,Seoul,105526,669,90316
20211007,Busan,13013,155,12348
20211007,Daegu,15950,243,14827
20211007,Incheon,16763,91,14839
20211007,Gwangju,5121,29,4870
20211007,Daejeon,7237,49,6697
20211007,Ulsan,5260,56,5037
20211007,Sejong,1294,1,1205
20211007,Gyeonggi,94953,823,82827
20211007,Gangwon,6693,63,6248
20211007,Chungbuk,6687,79,6012
20211007,Chungnam,9484,58,8496
20211007,Jeonbuk,4687,62,4309
20211007,Jeonnam,3217,21,2977
20211007,Gyeongbuk,8762,91,7928
20211007,Gyeongnam,12035,37,11097
20211007,Jeju,2922,2,2845
20211007,Quarantine,6152,15,5944
20211008,Seoul,106298,674,92067
20211008,Busan,13047,155,12387
20211008,Daegu,15995,243,14904
20211008,Incheon,16891,91,14999
20211008,Gwangju,5146,29,4908
20211008,Daejeon,7268,50,6762
20211008,Ulsan,5276,56,5068
20211008,Sejong,1304,1,1209
20211008,Gyeonggi,95712,827,83524
20211008,Gangwon,6726,63,6286
20211008,Chungbuk,6751,79,6082
20211008,Chungnam,9544,58,8551
20211008,Jeonbuk,4709,62,4345
20211008,Jeonnam,3234,21,2998
20211008,Gyeongbuk,8839,91,7995
20211008,Gyeongnam,12090,37,11209
20211008,Jeju,2931,2,2851
20211008,Quarantine,6166,15,5946
20211009,Seoul,107009,678,93754
20211009,Busan,13077,155,12429
20211009,Daegu,16045,243,15019
20211009,Incheon,17022,91,15109
20211009,Gwangju,5164,29,4933
20211009,Daejeon,7298,50,6806
20211009,Ulsan,5289,56,5095
20211009,Sejong,1308,1,1220
20211009,Gyeonggi,96350,829,83929
20211009,Gangwon,6754,63,6308
20211009,Chungbuk,6815,79,6133
20211009,Chungnam,9602,58,8597
20211009,Jeonbuk,4728,62,4384
20211009,Jeonnam,3248,21,3020
20211009,Gyeongbuk,8878,91,8089
20211009,Gyeongnam,12163,37,11297
20211009,Jeju,2957,2,2857
20211009,Quarantine,6172,15,5950
20211010,Seoul,107591,683,94428
20211010,Busan,13108,155,12485
20211010,Daegu,16093,245,15102
20211010,Incheon,17117,91,15186
20211010,Gwangju,5187,29,4961
20211010,Daejeon,7308,50,6842
20211010,Ulsan,5298,56,5114
20211010,Sejong,1312,1,1236
20211010,Gyeonggi,96900,834,84357
20211010,Gangwon,6772,64,6340
20211010,Chungbuk,6890,79,6182
20211010,Chungnam,9633,58,8652
20211010,Jeonbuk,4738,64,4419
20211010,Jeonnam,3253,21,3036
20211010,Gyeongbuk,8923,91,8147
20211010,Gyeongnam,12202,37,11369
20211010,Jeju,2964,2,2867
20211010,Quarantine,6183,15,5985
20211011,Seoul,108102,688,94935
20211011,Busan,13157,155,12550
20211011,Daegu,16138,245,15171
20211011,Incheon,17189,91,15235
20211011,Gwangju,5201,29,4979
20211011,Daejeon,7330,50,6860
20211011,Ulsan,5309,56,5132
20211011,Sejong,1315,1,1244
20211011,Gyeonggi,97259,837,84637
20211011,Gangwon,6789,64,6379
20211011,Chungbuk,6950,79,6231
20211011,Chungnam,9658,58,8688
20211011,Jeonbuk,4758,64,4452
20211011,Jeonnam,3264,21,3064
20211011,Gyeongbuk,8953,91,8196
20211011,Gyeongnam,12236,37,11408
20211011,Jeju,2972,2,2876
20211011,Quarantine,6189,15,5985
20211012,Seoul,108584,694,95347
20211012,Busan,13182,155,12585
20211012,Daegu,16188,245,15258
20211012,Incheon,17270,92,15311
20211012,Gwangju,5208,29,4994
20211012,Daejeon,7353,50,6882
20211012,Ulsan,5326,56,5149
20211012,Sejong,1321,1,1255
20211012,Gyeonggi,97670,841,84888
20211012,Gangwon,6817,64,6413
20211012,Chungbuk,7018,79,6296
20211012,Chungnam,9715,58,8718
20211012,Jeonbuk,4781,64,4478
20211012,Jeonnam,3281,21,3077
20211012,Gyeongbuk,8977,91,8258
20211012,Gyeongnam,12253,37,11480
20211012,Jeju,2979,2,2885
20211012,Quarantine,6192,15,5986
20211013,Seoul,109164,696,95820
20211013,Busan,13222,155,12623
20211013,Daegu,16254,245,15400
20211013,Incheon,17356,94,15496
20211013,Gwangju,5222,29,5012
20211013,Daejeon,7374,51,6933
20211013,Ulsan,5333,56,5161
20211013,Sejong,1324,1,1262
20211013,Gyeonggi,98179,845,86284
20211013,Gangwon,6834,64,6477
20211013,Chungbuk,7106,80,6363
20211013,Chungnam,9749,58,8825
20211013,Jeonbuk,4794,64,4509
20211013,Jeonnam,3297,21,3105
20211013,Gyeongbuk,9018,91,8347
20211013,Gyeongnam,12283,38,11566
20211013,Jeju,2990,2,2893
20211013,Quarantine,6197,15,5990
20211014,Seoul,109910,701,96699
20211014,Busan,13269,155,12668
20211014,Daegu,16300,245,15461
20211014,Incheon,17498,96,15557
20211014,Gwangju,5232,29,5033
20211014,Daejeon,7380,51,6961
20211014,Ulsan,5339,56,5178
20211014,Sejong,1327,1,1271
20211014,Gyeonggi,98869,851,86469
20211014,Gangwon,6856,64,6511
20211014,Chungbuk,7154,80,6431
20211014,Chungnam,9796,58,8850
20211014,Jeonbuk,4810,64,4538
20211014,Jeonnam,3316,21,3124
20211014,Gyeongbuk,9063,91,8423
20211014,Gyeongnam,12318,38,11633
20211014,Jeju,2999,2,2899
20211014,Quarantine,6198,15,6013
20211015,Seoul,110591,702,97063
20211015,Busan,13301,155,12719
20211015,Daegu,16338,246,15515
20211015,Incheon,17594,96,15743
20211015,Gwangju,5238,29,5057
20211015,Daejeon,7392,52,6997
20211015,Ulsan,5347,56,5187
20211015,Sejong,1330,1,1277
20211015,Gyeonggi,99480,853,87499
20211015,Gangwon,6877,64,6535
20211015,Chungbuk,7201,81,6484
20211015,Chungnam,9829,58,8938
20211015,Jeonbuk,4821,65,4560
20211015,Jeonnam,3340,21,3138
20211015,Gyeongbuk,9097,91,8491
20211015,Gyeongnam,12331,38,11707
20211015,Jeju,3009,2,2907
20211015,Quarantine,6201,16,6034
20211016,Seoul,111175,709,97816
20211016,Busan,13323,155,12760
20211016,Daegu,16385,246,15581
20211016,Incheon,17697,98,15921
20211016,Gwangju,5244,29,5057
20211016,Daejeon,7401,52,7042
20211016,Ulsan,5354,56,5201
20211016,Sejong,1331,1,1282
20211016,Gyeonggi,100067,860,88300
20211016,Gangwon,6896,66,6588
20211016,Chungbuk,7270,81,6540
20211016,Chungnam,9868,58,9058
20211016,Jeonbuk,4837,65,4582
20211016,Jeonnam,3364,21,3155
20211016,Gyeongbuk,9149,91,8542
20211016,Gyeongnam,12348,38,11807
20211016,Jeju,3016,2,2911
20211016,Quarantine,6208,16,6044
20211017,Seoul,111681,717,98509
20211017,Busan,13359,155,12797
20211017,Daegu,16425,247,15633
20211017,Incheon,17806,99,16027
20211017,Gwangju,5253,29,5090
20211017,Daejeon,7409,52,7092
20211017,Ulsan,5358,56,5217
20211017,Sejong,1331,1,1293
20211017,Gyeonggi,100558,866,88962
20211017,Gangwon,6920,66,6616
20211017,Chungbuk,7311,81,6615
20211017,Chungnam,9912,58,9258
20211017,Jeonbuk,4852,65,4607
20211017,Jeonnam,3386,21,3177
20211017,Gyeongbuk,9177,91,8543
20211017,Gyeongnam,12378,38,11918
20211017,Jeju,3021,2,2918
20211017,Quarantine,6216,16,6072
20211018,Seoul,112036,721,99205
20211018,Busan,13394,155,12839
20211018,Daegu,16470,247,15684
20211018,Incheon,17891,99,16071
20211018,Gwangju,5257,29,5104
20211018,Daejeon,7414,52,7104
20211018,Ulsan,5361,56,5227
20211018,Sejong,1333,1,1302
20211018,Gyeonggi,100922,869,89236
20211018,Gangwon,6928,66,6627
20211018,Chungbuk,7341,81,6658
20211018,Chungnam,9945,58,9302
20211018,Jeonbuk,4870,65,4619
20211018,Jeonnam,3395,21,3185
20211018,Gyeongbuk,9195,91,8643
20211018,Gyeongnam,12407,39,11967
20211018,Jeju,3027,2,2927
20211018,Quarantine,6216,16,6081
20211019,Seoul,112334,732,100064
20211019,Busan,13433,155,12867
20211019,Daegu,16505,249,15729
20211019,Incheon,17984,99,16122
20211019,Gwangju,5260,29,5136
20211019,Daejeon,7429,53,7120
20211019,Ulsan,5361,56,5240
20211019,Sejong,1333,1,1307
20211019,Gyeonggi,101323,874,89509
20211019,Gangwon,6935,66,6663
20211019,Chungbuk,7383,81,6714
20211019,Chungnam,9985,58,9322
20211019,Jeonbuk,4884,65,4638
20211019,Jeonnam,3409,21,3195
20211019,Gyeongbuk,9237,93,8725
20211019,Gyeongnam,12427,39,12039
20211019,Jeju,3032,2,2952
20211019,Quarantine,6221,16,6090
20211020,Seoul,112838,737,101086
20211020,Busan,13468,155,12911
20211020,Daegu,16541,249,15783
20211020,Incheon,18093,99,16245
20211020,Gwangju,5272,29,5155
20211020,Daejeon,7438,53,7168
20211020,Ulsan,5368,56,5248
20211020,Sejong,1336,1,1311
20211020,Gyeonggi,101911,877,91026
20211020,Gangwon,6962,66,6680
20211020,Chungbuk,7452,81,6774
20211020,Chungnam,10028,59,9411
20211020,Jeonbuk,4893,65,4652
20211020,Jeonnam,3418,21,3202
20211020,Gyeongbuk,9312,93,8786
20211020,Gyeongnam,12460,39,12112
20211020,Jeju,3035,2,2961
20211020,Quarantine,6221,16,6096
20211021,Seoul,113344,741,101532
20211021,Busan,13497,155,12944
20211021,Daegu,16567,249,15834
20211021,Incheon,18198,100,16405
20211021,Gwangju,5287,29,5172
20211021,Daejeon,7446,54,7175
20211021,Ulsan,5369,56,5266
20211021,Sejong,1344,1,1315
20211021,Gyeonggi,102437,881,91214
20211021,Gangwon,6993,66,6705
20211021,Chungbuk,7509,81,6851
20211021,Chungnam,10072,59,9432
20211021,Jeonbuk,4903,65,4667
20211021,Jeonnam,3430,21,3211
20211021,Gyeongbuk,9347,94,8820
20211021,Gyeongnam,12480,39,12149
20211021,Jeju,3041,2,2967
20211021,Quarantine,6223,16,6096
20211022,Seoul,113863,746,102362
20211022,Busan,13541,155,12993
20211022,Daegu,16588,250,15889
20211022,Incheon,18319,102,16517
20211022,Gwangju,5290,29,5180
20211022,Daejeon,7451,54,7175
20211022,Ulsan,5372,56,5269
20211022,Sejong,1345,1,1320
20211022,Gyeonggi,102953,888,92456
20211022,Gangwon,7011,66,6731
20211022,Chungbuk,7550,81,6909
20211022,Chungnam,10099,59,9501
20211022,Jeonbuk,4919,65,4694
20211022,Jeonnam,3445,21,3225
20211022,Gyeongbuk,9392,95,8852
20211022,Gyeongnam,12514,39,12170
20211022,Jeju,3047,2,2973
20211022,Quarantine,6225,16,6101
20211023,Seoul,114413,756,103166
20211023,Busan,13581,155,13016
20211023,Daegu,16609,252,15951
20211023,Incheon,18425,103,16592
20211023,Gwangju,5299,29,5190
20211023,Daejeon,7459,54,7224
20211023,Ulsan,5378,56,5279
20211023,Sejong,1347,1,1323
20211023,Gyeonggi,103471,893,93410
20211023,Gangwon,7031,66,6744
20211023,Chungbuk,7597,82,6965
20211023,Chungnam,10141,59,9531
20211023,Jeonbuk,4938,65,4707
20211023,Jeonnam,3450,21,3247
20211023,Gyeongbuk,9427,95,8890
20211023,Gyeongnam,12586,40,12210
20211023,Jeju,3050,2,2988
20211023,Quarantine,6229,16,6103
20211024,Seoul,114931,764,103424
20211024,Busan,13613,157,13058
20211024,Daegu,16640,253,15997
20211024,Incheon,18528,104,16627
20211024,Gwangju,5303,29,5203
20211024,Daejeon,7467,54,7230
20211024,Ulsan,5381,56,5287
20211024,Sejong,1347,2,1326
20211024,Gyeonggi,103992,901,93630
20211024,Gangwon,7044,66,6756
20211024,Chungbuk,7636,82,7032
20211024,Chungnam,10205,59,9554
20211024,Jeonbuk,4948,65,4725
20211024,Jeonnam,3459,21,3266
20211024,Gyeongbuk,9451,95,8924
20211024,Gyeongnam,12613,40,12238
20211024,Jeju,3058,2,2998
20211024,Quarantine,6236,16,6118
20211025,Seoul,115386,769,103912
20211025,Busan,13637,157,13098
20211025,Daegu,16672,253,16039
20211025,Incheon,18624,104,16647
20211025,Gwangju,5306,29,5208
20211025,Daejeon,7471,54,7241
20211025,Ulsan,5385,56,5293
20211025,Sejong,1347,2,1328
20211025,Gyeonggi,104393,903,93896
20211025,Gangwon,7064,66,6776
20211025,Chungbuk,7678,82,7072
20211025,Chungnam,10232,59,9586
20211025,Jeonbuk,4972,65,4731
20211025,Jeonnam,3464,21,3288
20211025,Gyeongbuk,9467,95,8964
20211025,Gyeongnam,12631,40,12248
20211025,Jeju,3069,2,3003
20211025,Quarantine,6244,16,6118
20211026,Seoul,115813,776,104712
20211026,Busan,13670,157,13136
20211026,Daegu,16733,254,16084
20211026,Incheon,18698,105,16798
20211026,Gwangju,5311,29,5218
20211026,Daejeon,7484,54,7243
20211026,Ulsan,5394,56,5305
20211026,Sejong,1353,2,1328
20211026,Gyeonggi,104824,909,95754
20211026,Gangwon,7089,66,6806
20211026,Chungbuk,7709,82,7113
20211026,Chungnam,10272,59,9626
20211026,Jeonbuk,5013,65,4750
20211026,Jeonnam,3470,21,3301
20211026,Gyeongbuk,9487,95,9008
20211026,Gyeongnam,12660,40,12277
20211026,Jeju,3075,2,3011
20211026,Quarantine,6252,16,6122
20211027,Seoul,116542,779,105232
20211027,Busan,13713,158,13164
20211027,Daegu,16772,256,16127
20211027,Incheon,18823,106,16928
20211027,Gwangju,5320,29,5225
20211027,Daejeon,7499,54,7253
20211027,Ulsan,5402,56,5307
20211027,Sejong,1354,2,1328
20211027,Gyeonggi,105564,911,96814
20211027,Gangwon,7108,66,6829
20211027,Chungbuk,7738,82,7165
20211027,Chungnam,10331,59,9682
20211027,Jeonbuk,5043,65,4773
20211027,Jeonnam,3476,21,3330
20211027,Gyeongbuk,9529,95,9043
20211027,Gyeongnam,12705,40,12317
20211027,Jeju,3082,2,3016
20211027,Quarantine,6258,16,6125
20211028,Seoul,117330,782,105626
20211028,Busan,13765,159,13191
20211028,Daegu,16878,258,16170
20211028,Incheon,18960,107,16963
20211028,Gwangju,5327,29,5229
20211028,Daejeon,7505,54,7293
20211028,Ulsan,5408,56,5307
20211028,Sejong,1356,2,1330
20211028,Gyeonggi,106271,914,97318
20211028,Gangwon,7130,66,6838
20211028,Chungbuk,7792,82,7211
20211028,Chungnam,10413,59,9700
20211028,Jeonbuk,5084,66,4788
20211028,Jeonnam,3488,21,3341
20211028,Gyeongbuk,9570,95,9064
20211028,Gyeongnam,12740,40,12336
20211028,Jeju,3086,2,3022
20211028,Quarantine,6266,16,6126
20211029,Seoul,118099,786,106165
20211029,Busan,13808,159,13227
20211029,Daegu,16995,258,16199
20211029,Incheon,19092,107,17210
20211029,Gwangju,5332,29,5236
20211029,Daejeon,7514,54,7308
20211029,Ulsan,5412,56,5311
20211029,Sejong,1357,2,1330
20211029,Gyeonggi,107032,919,98329
20211029,Gangwon,7151,66,6846
20211029,Chungbuk,7827,82,7266
20211029,Chungnam,10481,59,9773
20211029,Jeonbuk,5140,66,4800
20211029,Jeonnam,3501,21,3362
20211029,Gyeongbuk,9612,95,9105
20211029,Gyeongnam,12774,40,12369
20211029,Jeju,3090,2,3029
20211029,Quarantine,6274,16,6130
20211030,Seoul,118804,788,106599
20211030,Busan,13853,160,13262
20211030,Daegu,17085,259,16257
20211030,Incheon,19215,107,17454
20211030,Gwangju,5348,29,5245
20211030,Daejeon,7521,54,7315
20211030,Ulsan,5415,56,5311
20211030,Sejong,1361,2,1333
20211030,Gyeonggi,107750,927,98858
20211030,Gangwon,7176,67,6872
20211030,Chungbuk,7873,82,7319
20211030,Chungnam,10537,59,9811
20211030,Jeonbuk,5166,66,4815
20211030,Jeonnam,3513,21,3371
20211030,Gyeongbuk,9652,95,9179
20211030,Gyeongnam,12947,40,12403
20211030,Jeju,3099,2,3031
20211030,Quarantine,6278,16,6146
20211031,Seoul,119564,796,107550
20211031,Busan,13911,161,13301
20211031,Daegu,17142,261,16278
20211031,Incheon,19372,108,17506
20211031,Gwangju,5371,29,5261
20211031,Daejeon,7532,54,7360
20211031,Ulsan,5420,56,5316
20211031,Sejong,1365,2,1340
20211031,Gyeonggi,108451,931,99489
20211031,Gangwon,7199,67,6907
20211031,Chungbuk,7900,83,7364
20211031,Chungnam,10599,59,9835
20211031,Jeonbuk,5187,66,4824
20211031,Jeonnam,3543,22,3382
20211031,Gyeongbuk,9708,95,9224
20211031,Gyeongnam,13008,41,12427
20211031,Jeju,3100,2,3037
20211031,Quarantine,6282,16,6147
20211101,Seoul,120210,796,107550
20211101,Busan,13966,161,13301
20211101,Daegu,17199,261,16278
20211101,Incheon,19499,108,17506
20211101,Gwangju,5376,29,5261
20211101,Daejeon,7541,54,7360
20211101,Ulsan,5432,56,5316
20211101,Sejong,1367,2,1340
20211101,Gyeonggi,109015,931,99489
20211101,Gangwon,7212,67,6907
20211101,Chungbuk,7921,83,7364
20211101,Chungnam,10646,59,9835
20211101,Jeonbuk,5211,66,4824
20211101,Jeonnam,3561,22,3382
20211101,Gyeongbuk,9735,95,9224
20211101,Gyeongnam,13058,41,12427
20211101,Jeju,3102,2,3037
20211101,Quarantine,6287,16,6147
20211102,Seoul,120809,802,108509
20211102,Busan,13994,164,13375
20211102,Daegu,17241,265,16297
20211102,Incheon,19612,109,17676
20211102,Gwangju,5393,29,5274
20211102,Daejeon,7569,55,7372
20211102,Ulsan,5439,56,5329
20211102,Sejong,1372,2,1345
20211102,Gyeonggi,109516,939,100173
20211102,Gangwon,7241,67,6943
20211102,Chungbuk,7945,83,7473
20211102,Chungnam,10715,61,9917
20211102,Jeonbuk,5225,66,4864
20211102,Jeonnam,3595,22,3403
20211102,Gyeongbuk,9756,95,9290
20211102,Gyeongnam,13112,41,12508
20211102,Jeju,3104,2,3047
20211102,Quarantine,6288,16,6152
20211103,Seoul,121811,807,109151
20211103,Busan,14074,165,13413
20211103,Daegu,17307,268,16334
20211103,Incheon,19795,109,17742
20211103,Gwangju,5405,29,5280
20211103,Daejeon,7588,55,7392
20211103,Ulsan,5446,56,5331
20211103,Sejong,1373,2,1346
20211103,Gyeonggi,110415,946,100698
20211103,Gangwon,7270,67,6964
20211103,Chungbuk,7993,84,7502
20211103,Chungnam,10806,61,9962
20211103,Jeonbuk,5268,66,4875
20211103,Jeonnam,3616,22,3416
20211103,Gyeongbuk,9787,95,9314
20211103,Gyeongnam,13220,42,12539
20211103,Jeju,3121,2,3053
20211103,Quarantine,6296,16,6159
20211104,Seoul,122757,814,109870
20211104,Busan,14133,166,13443
20211104,Daegu,17373,272,16382
20211104,Incheon,19966,109,17876
20211104,Gwangju,5419,29,5282
20211104,Daejeon,7605,55,7398
20211104,Ulsan,5450,56,5336
20211104,Sejong,1373,2,1346
20211104,Gyeonggi,111288,954,100989
20211104,Gangwon,7309,67,6979
20211104,Chungbuk,8040,85,7548
20211104,Chungnam,10894,62,9992
20211104,Jeonbuk,5306,66,4905
20211104,Jeonnam,3633,22,3420
20211104,Gyeongbuk,9826,95,9332
20211104,Gyeongnam,13256,43,12563
20211104,Jeju,3138,3,3066
20211104,Quarantine,6307,16,6161
20211105,Seoul,123736,818,110734
20211105,Busan,14189,167,13470
20211105,Daegu,17416,275,16422
20211105,Incheon,20118,110,17911
20211105,Gwangju,5431,29,5288
20211105,Daejeon,7629,55,7408
20211105,Ulsan,5455,56,5344
20211105,Sejong,1375,2,1352
20211105,Gyeonggi,112030,961,101153
20211105,Gangwon,7331,67,6999
20211105,Chungbuk,8075,85,7569
20211105,Chungnam,11004,64,10085
20211105,Jeonbuk,5322,67,4920
20211105,Jeonnam,3648,22,3424
20211105,Gyeongbuk,9910,95,9333
20211105,Gyeongnam,13289,44,12584
20211105,Jeju,3145,3,3073
20211105,Quarantine,6312,16,6168
20211106,Seoul,124651,822,111642
20211106,Busan,14248,168,13509
20211106,Daegu,17454,278,16469
20211106,Incheon,20262,111,18082
20211106,Gwangju,5449,29,5292
20211106,Daejeon,7650,55,7423
20211106,Ulsan,5467,56,5350
20211106,Sejong,1377,2,1353
20211106,Gyeonggi,112722,968,101961
20211106,Gangwon,7373,67,7023
20211106,Chungbuk,8118,85,7606
20211106,Chungnam,11069,65,10171
20211106,Jeonbuk,5357,69,4961
20211106,Jeonnam,3688,22,3440
20211106,Gyeongbuk,9945,95,9399
20211106,Gyeongnam,13362,44,12633
20211106,Jeju,3149,4,3073
20211106,Quarantine,6320,16,6179
20211107,Seoul,125499,828,112063
20211107,Busan,14288,168,13538
20211107,Daegu,17509,280,16550
20211107,Incheon,20423,111,18303
20211107,Gwangju,5469,29,5292
