date,region,confirmed,death,released
20201208,Gyeongnam,744,1,500
20201208,Jeju,89,0,70
20201208,Quarantine,2213,0,1647
20201209,Seoul,10922,105,7217
20201209,Busan,1061,16,674
20201209,Daegu,7277,200,7015
20201209,Incheon,1659,11,1272
20201209,Gwangju,768,3,642
20201209,Daejeon,573,6,472
20201209,Ulsan,335,2,183
20201209,Sejong,122,0,90
20201209,Gyeonggi,8691,127,6628
20201209,Gangwon,727,10,521
20201209,Chungbuk,466,3,233
20201209,Chungnam,1014,10,777
20201209,Jeonbuk,468,2,255
20201209,Jeonnam,456,2,327
20201209,Gyeongbuk,1786,57,1622
20201209,Gyeongnam,773,1,529
20201209,Jeju,89,0,71
20201209,Quarantine,2222,1,1649
20201210,Seoul,11171,105,7286
20201210,Busan,1092,18,696
20201210,Daegu,7280,200,7018
20201210,Incheon,1696,12,1295
20201210,Gwangju,773,3,661
20201210,Daejeon,582,6,476
20201210,Ulsan,351,2,196
20201210,Sejong,123,0,101
20201210,Gyeonggi,8906,130,6808
20201210,Gangwon,742,10,538
20201210,Chungbuk,478,3,245
20201210,Chungnam,1034,10,796
20201210,Jeonbuk,476,2,275
20201210,Jeonnam,461,4,339
20201210,Gyeongbuk,1794,57,1631
20201210,Gyeongnam,789,1,552
20201210,Jeju,102,0,74
20201210,Quarantine,2238,1,1650
20201211,Seoul,11423,106,7431
20201211,Busan,1118,18,757
20201211,Daegu,7286,200,7021
20201211,Incheon,1733,12,1350
20201211,Gwangju,776,3,670
20201211,Daejeon,592,6,483
20201211,Ulsan,398,4,201
20201211,Sejong,123,0,103
20201211,Gyeonggi,9135,133,6925
20201211,Gangwon,753,11,553
20201211,Chungbuk,498,3,278
20201211,Chungnam,1044,10,808
20201211,Jeonbuk,483,2,289
20201211,Jeonnam,465,4,353
20201211,Gyeongbuk,1797,57,1634
20201211,Gyeongnam,801,2,576
20201211,Jeju,107,0,75
20201211,Quarantine,2245,1,1650
20201212,Seoul,11785,109,7456
20201212,Busan,1177,19,783
20201212,Daegu,7321,200,7036
20201212,Incheon,1775,12,1363
20201212,Gwangju,785,3,680
20201212,Daejeon,610,6,492
20201212,Ulsan,421,4,208
20201212,Sejong,124,0,104
20201212,Gyeonggi,9407,134,7048
20201212,Gangwon,789,11,567
20201212,Chungbuk,519,3,286
20201212,Chungnam,1054,10,818
20201212,Jeonbuk,489,2,315
20201212,Jeonnam,473,4,363
20201212,Gyeongbuk,1816,58,1648
20201212,Gyeongnam,818,2,600
20201212,Jeju,107,0,75
20201212,Quarantine,2257,1,1651
20201213,Seoul,12184,109,7490
20201213,Busan,1234,19,825
20201213,Daegu,7349,200,7042
20201213,Incheon,1837,12,1384
20201213,Gwangju,800,3,682
20201213,Daejeon,623,6,498
20201213,Ulsan,429,4,214
20201213,Sejong,124,0,106
20201213,Gyeonggi,9738,135,7184
20201213,Gangwon,807,12,578
20201213,Chungbuk,534,3,299
20201213,Chungnam,1064,10,828
20201213,Jeonbuk,498,2,326
20201213,Jeonnam,479,4,366
20201213,Gyeongbuk,1834,58,1651
20201213,Gyeongnam,842,2,613
20201213,Jeju,110,0,75
20201213,Quarantine,2271,1,1653
20201214,Seoul,12403,112,7573
20201214,Busan,1255,20,830
20201214,Daegu,7365,200,7042
20201214,Incheon,1873,13,1403
20201214,Gwangju,822,3,689
20201214,Daejeon,625,6,502
20201214,Ulsan,434,4,214
20201214,Sejong,127,0,107
20201214,Gyeonggi,9964,135,7309
20201214,Gangwon,821,12,589
20201214,Chungbuk,555,3,302
20201214,Chungnam,1119,11,835
20201214,Jeonbuk,506,2,337
20201214,Jeonnam,480,4,367
20201214,Gyeongbuk,1850,59,1657
20201214,Gyeongnam,870,2,617
20201214,Jeju,118,0,75
20201214,Quarantine,2288,1,1654
20201215,Seoul,12654,115,7664
20201215,Busan,1296,21,846
20201215,Daegu,7384,200,7048
20201215,Incheon,1928,14,1415
20201215,Gwangju,827,3,697
20201215,Daejeon,657,6,512
20201215,Ulsan,482,6,218
20201215,Sejong,128,0,110
20201215,Gyeonggi,10252,138,7481
20201215,Gangwon,834,12,629
20201215,Chungbuk,580,4,316
20201215,Chungnam,1156,13,849
20201215,Jeonbuk,521,2,366
20201215,Jeonnam,481,4,373
20201215,Gyeongbuk,1865,59,1671
20201215,Gyeongnam,886,2,632
20201215,Jeju,127,0,78
20201215,Quarantine,2296,1,1654
20201216,Seoul,13032,120,7690
20201216,Busan,1337,21,862
20201216,Daegu,7411,200,7053
20201216,Incheon,1995,14,1436
20201216,Gwangju,829,3,715
20201216,Daejeon,672,6,522
20201216,Ulsan,488,6,231
20201216,Sejong,128,0,110
20201216,Gyeonggi,10581,144,7642
20201216,Gangwon,842,12,641
20201216,Chungbuk,603,4,345
20201216,Chungnam,1191,13,869
20201216,Jeonbuk,596,3,382
20201216,Jeonnam,485,4,378
20201216,Gyeongbuk,1893,59,1676
20201216,Gyeongnam,905,2,659
20201216,Jeju,142,0,82
20201216,Quarantine,2302,1,1654
20201217,Seoul,13454,125,7921
20201217,Busan,1381,22,907
20201217,Daegu,7432,200,7063
20201217,Incheon,2075,14,1461
20201217,Gwangju,839,3,730
20201217,Daejeon,683,6,535
20201217,Ulsan,498,8,238
20201217,Sejong,128,0,116
20201217,Gyeonggi,10872,151,7820
20201217,Gangwon,851,13,655
20201217,Chungbuk,622,7,363
20201217,Chungnam,1210,15,893
20201217,Jeonbuk,615,4,405
20201217,Jeonnam,485,4,404
20201217,Gyeongbuk,1902,59,1686
20201217,Gyeongnam,935,2,677
20201217,Jeju,154,0,82
20201217,Quarantine,2309,1,1654
20201218,Seoul,13852,126,7996
20201218,Busan,1420,26,925
20201218,Daegu,7452,200,7067
20201218,Incheon,2140,14,1498
20201218,Gwangju,843,3,736
20201218,Daejeon,688,6,545
20201218,Ulsan,529,11,244
20201218,Sejong,128,0,116
20201218,Gyeonggi,11175,153,7944
20201218,Gangwon,869,13,661
20201218,Chungbuk,653,7,378
20201218,Chungnam,1228,16,912
20201218,Jeonbuk,631,4,419
20201218,Jeonnam,490,4,406
20201218,Gyeongbuk,1933,59,1697
20201218,Gyeongnam,979,2,695
20201218,Jeju,181,0,86
20201218,Quarantine,2318,1,1657
20201219,Seoul,14232,128,8031
20201219,Busan,1459,27,952
20201219,Daegu,7472,200,7073
20201219,Incheon,2186,14,1513
20201219,Gwangju,852,3,742
20201219,Daejeon,693,6,551
20201219,Ulsan,538,14,255
20201219,Sejong,128,0,118
20201219,Gyeonggi,11449,155,8082
20201219,Gangwon,896,13,676
20201219,Chungbuk,756,9,404
20201219,Chungnam,1252,17,928
20201219,Jeonbuk,646,5,430
20201219,Jeonnam,495,5,413
20201219,Gyeongbuk,1962,60,1703
20201219,Gyeongnam,1011,2,715
20201219,Jeju,205,0,91
20201219,Quarantine,2322,1,1657
20201220,Seoul,14704,130,8220
20201220,Busan,1492,27,982
20201220,Daegu,7497,200,7075
20201220,Incheon,2248,15,1573
20201220,Gwangju,866,3,747
20201220,Daejeon,696,6,559
20201220,Ulsan,544,14,270
20201220,Sejong,129,0,121
20201220,Gyeonggi,11698,164,8082
20201220,Gangwon,951,13,684
20201220,Chungbuk,770,11,415
20201220,Chungnam,1272,17,942
20201220,Jeonbuk,675,6,439
20201220,Jeonnam,499,5,418
20201220,Gyeongbuk,1987,60,1711
20201220,Gyeongnam,1062,2,734
20201220,Jeju,229,0,93
20201220,Quarantine,2331,1,1657
20201221,Seoul,15031,136,8370
20201221,Busan,1512,28,1009
20201221,Daegu,7518,200,7082
20201221,Incheon,2336,15,1591
20201221,Gwangju,879,3,751
20201221,Daejeon,699,6,568
20201221,Ulsan,561,16,280
20201221,Sejong,129,0,121
20201221,Gyeonggi,11942,173,8235
20201221,Gangwon,976,13,692
20201221,Chungbuk,803,13,424
20201221,Chungnam,1288,18,950
20201221,Jeonbuk,688,7,441
20201221,Jeonnam,508,5,418
20201221,Gyeongbuk,2035,61,1715
20201221,Gyeongnam,1077,3,748
20201221,Jeju,252,0,102
20201221,Quarantine,2340,1,1658
20201222,Seoul,15347,144,8562
20201222,Busan,1538,28,1039
20201222,Daegu,7557,200,7098
20201222,Incheon,2381,19,1617
20201222,Gwangju,905,3,755
20201222,Daejeon,708,6,577
20201222,Ulsan,567,17,299
20201222,Sejong,130,0,122
20201222,Gyeonggi,12146,181,8608
20201222,Gangwon,999,13,709
20201222,Chungbuk,834,15,441
20201222,Chungnam,1305,19,974
20201222,Jeonbuk,692,7,452
20201222,Jeonnam,513,5,425
20201222,Gyeongbuk,2094,61,1721
20201222,Gyeongnam,1095,3,768
20201222,Jeju,271,0,103
20201222,Quarantine,2358,1,1658
20201223,Seoul,15722,145,8864
20201223,Busan,1570,28,1082
20201223,Daegu,7581,200,7122
20201223,Incheon,2430,20,1665
20201223,Gwangju,941,4,771
20201223,Daejeon,743,6,599
20201223,Ulsan,585,20,333
20201223,Sejong,131,0,123
20201223,Gyeonggi,12455,191,8786
20201223,Gangwon,1012,13,720
20201223,Chungbuk,892,15,463
20201223,Chungnam,1316,20,991
20201223,Jeonbuk,713,7,467
20201223,Jeonnam,525,5,445
20201223,Gyeongbuk,2119,61,1734
20201223,Gyeongnam,1124,3,796
20201223,Jeju,304,0,105
20201223,Quarantine,2367,1,1660
20201224,Seoul,16041,147,9171
20201224,Busan,1614,29,1092
20201224,Daegu,7607,200,7134
20201224,Incheon,2483,21,1703
20201224,Gwangju,956,4,784
20201224,Daejeon,754,6,604
20201224,Ulsan,594,22,343
20201224,Sejong,133,0,123
20201224,Gyeonggi,12740,201,8982
20201224,Gangwon,1033,13,735
20201224,Chungbuk,939,15,484
20201224,Chungnam,1347,21,1007
20201224,Jeonbuk,725,7,483
20201224,Jeonnam,527,5,450
20201224,Gyeongbuk,2169,61,1742
20201224,Gyeongnam,1145,3,811
20201224,Jeju,330,0,116
20201224,Quarantine,2378,1,1661
20201225,Seoul,16593,148,9320
20201225,Busan,1636,31,1143
20201225,Daegu,7630,201,7155
20201225,Incheon,2538,21,1726
20201225,Gwangju,992,4,795
20201225,Daejeon,767,6,622
20201225,Ulsan,606,24,366
20201225,Sejong,134,0,124
20201225,Gyeonggi,13003,207,9192
20201225,Gangwon,1047,13,754
20201225,Chungbuk,981,18,516
20201225,Chungnam,1427,22,1015
20201225,Jeonbuk,739,8,495
20201225,Jeonnam,532,5,454
20201225,Gyeongbuk,2236,61,1758
20201225,Gyeongnam,1160,3,834
20201225,Jeju,350,0,118
20201225,Quarantine,2384,1,1661
20201226,Seoul,17058,155,9480
20201226,Busan,1663,34,1167
20201226,Daegu,7643,201,7169
20201226,Incheon,2593,23,1750
20201226,Gwangju,1020,5,802
20201226,Daejeon,778,6,625
20201226,Ulsan,614,24,375
20201226,Sejong,135,0,125
20201226,Gyeonggi,13258,212,9350
20201226,Gangwon,1083,13,766
20201226,Chungbuk,1019,19,521
20201226,Chungnam,1488,22,1021
20201226,Jeonbuk,776,8,515
20201226,Jeonnam,538,5,455
20201226,Gyeongbuk,2270,61,1762
20201226,Gyeongnam,1182,4,847
20201226,Jeju,374,0,126
20201226,Quarantine,2394,1,1676
20201227,Seoul,17420,157,9589
20201227,Busan,1703,38,1206
20201227,Daegu,7664,201,7184
20201227,Incheon,2654,24,1802
20201227,Gwangju,1037,5,803
20201227,Daejeon,786,6,646
20201227,Ulsan,615,25,375
20201227,Sejong,141,0,125
20201227,Gyeonggi,13499,217,9463
20201227,Gangwon,1106,13,774
20201227,Chungbuk,1043,20,544
20201227,Chungnam,1546,22,1057
20201227,Jeonbuk,784,8,530
20201227,Jeonnam,543,5,456
20201227,Gyeongbuk,2304,61,1790
20201227,Gyeongnam,1226,4,869
20201227,Jeju,381,0,148
20201227,Quarantine,2404,2,1679
20201228,Seoul,17719,159,9611
20201228,Busan,1737,40,1238
20201228,Daegu,7688,201,7191
20201228,Incheon,2700,24,1831
20201228,Gwangju,1049,6,810
20201228,Daejeon,789,7,651
20201228,Ulsan,617,26,380
20201228,Sejong,143,0,126
20201228,Gyeonggi,13692,221,9463
20201228,Gangwon,1133,13,781
20201228,Chungbuk,1074,20,548
20201228,Chungnam,1581,22,1109
20201228,Jeonbuk,785,8,540
20201228,Jeonnam,550,5,460
20201228,Gyeongbuk,2350,61,1800
20201228,Gyeongnam,1251,4,892
20201228,Jeju,392,0,158
20201228,Quarantine,2412,2,1679
20201229,Seoul,18239,167,10010
20201229,Busan,1754,45,1261
20201229,Daegu,7717,201,7203
20201229,Incheon,2732,25,1935
20201229,Gwangju,1064,6,825
20201229,Daejeon,819,7,658
20201229,Ulsan,621,26,401
20201229,Sejong,147,1,127
20201229,Gyeonggi,13948,242,10144
20201229,Gangwon,1154,13,808
20201229,Chungbuk,1096,21,562
20201229,Chungnam,1608,22,1131
20201229,Jeonbuk,793,11,561
20201229,Jeonnam,554,5,462
20201229,Gyeongbuk,2378,61,1816
20201229,Gyeongnam,1267,4,940
20201229,Jeju,397,0,179
20201229,Quarantine,2417,2,1680
20201230,Seoul,18626,172,10125
20201230,Busan,1793,46,1300
20201230,Daegu,7768,201,7236
20201230,Incheon,2780,26,2039
20201230,Gwangju,1073,6,833
20201230,Daejeon,838,7,670
20201230,Ulsan,637,26,426
20201230,Sejong,149,1,127
20201230,Gyeonggi,14225,253,10356
20201230,Gangwon,1171,13,831
20201230,Chungbuk,1141,23,587
20201230,Chungnam,1635,22,1143
20201230,Jeonbuk,825,11,607
20201230,Jeonnam,555,5,464
20201230,Gyeongbuk,2401,61,1842
20201230,Gyeongnam,1303,4,977
20201230,Jeju,407,0,192
20201230,Quarantine,2428,2,1680
20201231,Seoul,18992,177,10441
20201231,Busan,1867,50,1343
20201231,Daegu,7801,201,7276
20201231,Incheon,2839,27,2082
20201231,Gwangju,1081,6,847
20201231,Daejeon,845,7,684
20201231,Ulsan,672,26,439
20201231,Sejong,149,1,128
20201231,Gyeonggi,14450,263,10535
20201231,Gangwon,1207,13,873
20201231,Chungbuk,1163,23,608
20201231,Chungnam,1653,23,1156
20201231,Jeonbuk,837,11,631
20201231,Jeonnam,560,5,469
20201231,Gyeongbuk,2424,61,1874
20201231,Gyeongnam,1325,4,1007
20201231,Jeju,416,0,198
20201231,Quarantine,2441,2,1680
20210101,Seoul,19349,182,10787
20210101,Busan,1924,50,1370
20210101,Daegu,7844,201,7294
20210101,Incheon,2904,29,2150
20210101,Gwangju,1098,6,864
20210101,Daejeon,856,7,689
20210101,Ulsan,715,26,457
20210101,Sejong,150,1,129
20210101,Gyeonggi,14734,271,10535
20210101,Gangwon,1237,13,906
20210101,Chungbuk,1185,24,629
20210101,Chungnam,1668,23,1180
20210101,Jeonbuk,845,11,644
20210101,Jeonnam,566,5,475
20210101,Gyeongbuk,2448,62,1904
20210101,Gyeongnam,1360,4,1041
20210101,Jeju,421,0,219
20210101,Quarantine,2445,2,1680
20210102,Seoul,19599,186,10852
20210102,Busan,1950,53,1399
20210102,Daegu,7873,202,7311
20210102,Incheon,2975,29,2174
20210102,Gwangju,1111,6,871
20210102,Daejeon,860,7,697
20210102,Ulsan,732,27,473
20210102,Sejong,153,1,129
20210102,Gyeonggi,14961,281,10893
20210102,Gangwon,1268,13,917
20210102,Chungbuk,1221,28,638
20210102,Chungnam,1675,24,1186
20210102,Jeonbuk,856,11,648
20210102,Jeonnam,577,5,477
20210102,Gyeongbuk,2468,62,1926
20210102,Gyeongnam,1397,5,1060
20210102,Jeju,434,0,246
20210102,Quarantine,2459,2,1681
20210103,Seoul,19797,189,11521
20210103,Busan,1969,57,1424
20210103,Daegu,7895,202,7328
20210103,Incheon,3023,30,2217
20210103,Gwangju,1137,7,884
20210103,Daejeon,868,7,714
20210103,Ulsan,739,29,490
20210103,Sejong,154,1,131
20210103,Gyeonggi,15165,286,10893
20210103,Gangwon,1301,15,928
20210103,Chungbuk,1248,28,655
20210103,Chungnam,1684,24,1190
20210103,Jeonbuk,861,13,654
20210103,Jeonnam,589,5,483
20210103,Gyeongbuk,2482,62,1959
20210103,Gyeongnam,1409,5,1079
20210103,Jeju,438,0,276
20210103,Quarantine,2467,2,1681
20210104,Seoul,20126,193,11721
20210104,Busan,2006,58,1447
20210104,Daegu,7924,203,7359
20210104,Incheon,3126,30,2249
20210104,Gwangju,1211,7,889
20210104,Daejeon,874,7,720
20210104,Ulsan,744,30,498
20210104,Sejong,154,1,132
20210104,Gyeonggi,15433,292,11190
20210104,Gangwon,1329,17,938
20210104,Chungbuk,1271,28,676
20210104,Chungnam,1707,25,1210
20210104,Jeonbuk,874,16,664
20210104,Jeonnam,592,5,487
20210104,Gyeongbuk,2507,62,2003
20210104,Gyeongnam,1442,5,1089
20210104,Jeju,448,0,287
20210104,Quarantine,2478,2,1681
20210105,Seoul,20325,204,12095
20210105,Busan,2021,60,1455
20210105,Daegu,7956,203,7392
20210105,Incheon,3175,32,2294
20210105,Gwangju,1234,7,916
20210105,Daejeon,882,7,733
20210105,Ulsan,748,31,510
20210105,Sejong,154,1,133
20210105,Gyeonggi,15663,295,11411
20210105,Gangwon,1356,17,964
20210105,Chungbuk,1303,32,698
20210105,Chungnam,1725,25,1243
20210105,Jeonbuk,879,18,687
20210105,Jeonnam,596,6,492
20210105,Gyeongbuk,2531,62,2045
20210105,Gyeongnam,1463,5,1110
20210105,Jeju,456,0,313
20210105,Quarantine,2493,2,1681
20210106,Seoul,20588,207,12429
20210106,Busan,2059,63,1496
20210106,Daegu,7977,203,7422
20210106,Incheon,3213,33,2308
20210106,Gwangju,1264,7,936
20210106,Daejeon,891,7,749
20210106,Ulsan,750,31,525
20210106,Sejong,155,1,133
20210106,Gyeonggi,15947,304,11538
20210106,Gangwon,1372,17,1004
20210106,Chungbuk,1324,33,723
20210106,Chungnam,1749,25,1287
20210106,Jeonbuk,901,21,702
20210106,Jeonnam,597,6,500
20210106,Gyeongbuk,2559,62,2083
20210106,Gyeongnam,1492,5,1143
20210106,Jeju,461,0,336
20210106,Quarantine,2499,2,1681
20210107,Seoul,20885,213,12543
20210107,Busan,2082,64,1522
20210107,Daegu,7987,203,7439
20210107,Incheon,3254,34,2412
20210107,Gwangju,1292,8,959
20210107,Daejeon,900,7,753
20210107,Ulsan,759,32,532
20210107,Sejong,158,1,136
20210107,Gyeonggi,16250,312,11695
20210107,Gangwon,1402,17,1031
20210107,Chungbuk,1338,34,744
20210107,Chungnam,1769,25,1321
20210107,Jeonbuk,903,21,715
20210107,Jeonnam,598,6,511
20210107,Gyeongbuk,2595,62,2124
20210107,Gyeongnam,1512,5,1174
20210107,Jeju,470,0,356
20210107,Quarantine,2513,2,1682
20210108,Seoul,21076,223,12805
20210108,Busan,2106,68,1557
20210108,Daegu,8005,203,7469
20210108,Incheon,3284,34,2475
20210108,Gwangju,1313,9,965
20210108,Daejeon,908,8,772
20210108,Ulsan,769,32,546
20210108,Sejong,158,1,137
20210108,Gyeonggi,16508,326,11826
20210108,Gangwon,1413,18,1046
20210108,Chungbuk,1348,35,767
20210108,Chungnam,1790,27,1349
20210108,Jeonbuk,911,22,724
20210108,Jeonnam,598,6,514
20210108,Gyeongbuk,2625,62,2170
20210108,Gyeongnam,1534,5,1199
20210108,Jeju,476,0,366
20210108,Quarantine,2519,2,1682
20210109,Seoul,21264,223,13259
20210109,Busan,2123,71,1585
20210109,Daegu,8018,203,7513
20210109,Incheon,3333,36,2522
20210109,Gwangju,1319,9,1002
20210109,Daejeon,913,10,781
20210109,Ulsan,777,32,562
20210109,Sejong,158,1,138
20210109,Gyeonggi,16719,335,11970
20210109,Gangwon,1419,18,1077
20210109,Chungbuk,1378,36,795
20210109,Chungnam,1817,27,1375
20210109,Jeonbuk,925,24,750
20210109,Jeonnam,603,6,516
20210109,Gyeongbuk,2646,62,2194
20210109,Gyeongnam,1560,5,1219
20210109,Jeju,481,0,384
20210109,Quarantine,2529,2,1682
20210110,Seoul,21451,230,13800
20210110,Busan,2157,74,1613
20210110,Daegu,8045,203,7557
20210110,Incheon,3366,36,2561
20210110,Gwangju,1340,10,1011
20210110,Daejeon,917,10,796
20210110,Ulsan,811,32,613
20210110,Sejong,158,1,143
20210110,Gyeonggi,16911,345,12189
20210110,Gangwon,1439,20,1087
20210110,Chungbuk,1387,36,812
20210110,Chungnam,1847,27,1385
20210110,Jeonbuk,931,26,760
20210110,Jeonnam,607,6,519
20210110,Gyeongbuk,2665,62,2238
20210110,Gyeongnam,1579,5,1248
20210110,Jeju,485,0,395
20210110,Quarantine,2543,2,1682
20210111,Seoul,21592,239,15534
20210111,Busan,2176,74,1659
20210111,Daegu,8056,203,7590
20210111,Incheon,3388,37,2589
20210111,Gwangju,1364,10,1028
20210111,Daejeon,918,10,798
20210111,Ulsan,825,32,653
20210111,Sejong,158,1,144
20210111,Gyeonggi,17058,349,12348
20210111,Gangwon,1450,20,1105
20210111,Chungbuk,1397,36,824
20210111,Chungnam,1858,27,1392
20210111,Jeonbuk,938,26,762
20210111,Jeonnam,610,6,526
20210111,Gyeongbuk,2669,62,2259
20210111,Gyeongnam,1592,6,1260
20210111,Jeju,487,0,399
20210111,Quarantine,2554,2,1682
20210112,Seoul,21759,248,15938
20210112,Busan,2197,77,1682
20210112,Daegu,8074,203,7622
20210112,Incheon,3409,38,2626
20210112,Gwangju,1371,10,1049
20210112,Daejeon,925,10,811
20210112,Ulsan,832,33,670
20210112,Sejong,159,1,147
20210112,Gyeonggi,17233,357,12584
20210112,Gangwon,1457,21,1145
20210112,Chungbuk,1413,37,872
20210112,Chungnam,1861,28,1415
20210112,Jeonbuk,950,26,783
20210112,Jeonnam,612,6,530
20210112,Gyeongbuk,2677,62,2286
20210112,Gyeongnam,1647,6,1314
20210112,Jeju,489,0,413
20210112,Quarantine,2562,2,1682
20210113,Seoul,21911,250,16087
20210113,Busan,2232,78,1721
20210113,Daegu,8087,203,7652
20210113,Incheon,3431,40,2666
20210113,Gwangju,1375,10,1078
20210113,Daejeon,934,11,820
20210113,Ulsan,843,34,676
20210113,Sejong,159,1,148
20210113,Gyeonggi,17434,364,13190
20210113,Gangwon,1478,23,1171
20210113,Chungbuk,1424,37,903
20210113,Chungnam,1866,28,1431
20210113,Jeonbuk,958,30,789
20210113,Jeonnam,612,6,533
20210113,Gyeongbuk,2700,62,2313
20210113,Gyeongnam,1689,6,1343
20210113,Jeju,490,0,426
20210113,Quarantine,2565,2,1689
20210114,Seoul,22045,252,16304
20210114,Busan,2272,81,1743
20210114,Daegu,8098,203,7687
20210114,Incheon,3456,40,2726
20210114,Gwangju,1406,10,1101
20210114,Daejeon,937,11,833
20210114,Ulsan,853,34,689
20210114,Sejong,161,1,148
20210114,Gyeonggi,17605,367,13472
20210114,Gangwon,1489,24,1193
20210114,Chungbuk,1442,37,964
20210114,Chungnam,1878,28,1550
20210114,Jeonbuk,961,30,809
20210114,Jeonnam,618,6,539
20210114,Gyeongbuk,2718,63,2345
20210114,Gyeongnam,1705,6,1370
20210114,Jeju,492,0,436
20210114,Quarantine,2576,2,1863
20210115,Seoul,22172,254,16518
20210115,Busan,2319,83,1781
20210115,Daegu,8109,204,7708
20210115,Incheon,3480,41,2823
20210115,Gwangju,1412,12,1134
20210115,Daejeon,940,12,836
20210115,Ulsan,859,36,695
20210115,Sejong,165,1,149
20210115,Gyeonggi,17791,376,13672
20210115,Gangwon,1502,24,1193
20210115,Chungbuk,1451,38,1003
20210115,Chungnam,1884,28,1581
20210115,Jeonbuk,967,30,823
20210115,Jeonnam,631,6,540
20210115,Gyeongbuk,2741,63,2370
20210115,Gyeongnam,1727,7,1399
20210115,Jeju,493,0,445
20210115,Quarantine,2581,2,1866
20210116,Seoul,22328,262,16885
20210116,Busan,2380,84,1816
20210116,Daegu,8132,204,7731
20210116,Incheon,3513,42,2885
20210116,Gwangju,1418,12,1150
20210116,Daejeon,945,12,851
20210116,Ulsan,867,36,700
20210116,Sejong,166,1,152
20210116,Gyeonggi,17959,380,13949
20210116,Gangwon,1525,24,1235
20210116,Chungbuk,1457,38,1050
20210116,Chungnam,1892,29,1616
20210116,Jeonbuk,984,33,835
20210116,Jeonnam,644,6,542
20210116,Gyeongbuk,2761,64,2406
20210116,Gyeongnam,1747,7,1429
20210116,Jeju,497,0,453
20210116,Quarantine,2589,2,1869
20210117,Seoul,22473,265,17093
20210117,Busan,2414,84,1851
20210117,Daegu,8147,205,7751
20210117,Incheon,3548,42,2922
20210117,Gwangju,1433,12,1188
20210117,Daejeon,948,12,855
20210117,Ulsan,885,36,706
20210117,Sejong,167,1,154
20210117,Gyeonggi,18134,384,14178
20210117,Gangwon,1529,24,1251
20210117,Chungbuk,1464,41,1081
20210117,Chungnam,1899,30,1637
20210117,Jeonbuk,989,34,837
20210117,Jeonnam,659,6,542
20210117,Gyeongbuk,2776,64,2436
20210117,Gyeongnam,1765,7,1439
20210117,Jeju,497,0,462
20210117,Quarantine,2597,2,1870
20210118,Seoul,22605,271,17211
20210118,Busan,2424,84,1864
20210118,Daegu,8160,205,7763
20210118,Incheon,3561,42,2944
20210118,Gwangju,1444,12,1192
20210118,Daejeon,950,12,858
20210118,Ulsan,891,36,712
20210118,Sejong,169,1,154
20210118,Gyeonggi,18239,389,14375
20210118,Gangwon,1545,25,1258
20210118,Chungbuk,1473,44,1085
20210118,Chungnam,1910,30,1651
20210118,Jeonbuk,992,34,843
20210118,Jeonnam,663,6,552
20210118,Gyeongbuk,2794,64,2445
20210118,Gyeongnam,1787,7,1462
20210118,Jeju,499,0,467
20210118,Quarantine,2607,2,1887
20210119,Seoul,22706,277,17487
20210119,Busan,2441,85,1894
20210119,Daegu,8176,206,7787
20210119,Incheon,3580,44,3011
20210119,Gwangju,1452,13,1214
20210119,Daejeon,957,12,866
20210119,Ulsan,899,36,724
20210119,Sejong,172,1,155
20210119,Gyeonggi,18378,393,14538
20210119,Gangwon,1562,27,1272
20210119,Chungbuk,1478,46,1103
20210119,Chungnam,1918,30,1667
20210119,Jeonbuk,995,34,850
20210119,Jeonnam,669,6,555
20210119,Gyeongbuk,2803,64,2489
20210119,Gyeongnam,1798,7,1488
20210119,Jeju,500,0,476
20210119,Quarantine,2615,2,1892
20210120,Seoul,22849,279,17762
20210120,Busan,2454,85,1917
20210120,Daegu,8188,206,7805
20210120,Incheon,3596,44,3036
20210120,Gwangju,1463,14,1229
20210120,Daejeon,958,12,880
20210120,Ulsan,902,36,757
20210120,Sejong,172,1,156
20210120,Gyeonggi,18517,399,14732
20210120,Gangwon,1573,28,1281
20210120,Chungbuk,1481,47,1126
20210120,Chungnam,1926,30,1690
20210120,Jeonbuk,997,40,853
20210120,Jeonnam,678,6,560
20210120,Gyeongbuk,2810,64,2514
20210120,Gyeongnam,1817,7,1507
20210120,Jeju,506,0,481
20210120,Quarantine,2616,2,1894
20210121,Seoul,22974,285,17987
20210121,Busan,2473,86,1956
20210121,Daegu,8195,206,7825
20210121,Incheon,3619,44,3056
20210121,Gwangju,1469,14,1250
20210121,Daejeon,958,12,893
20210121,Ulsan,905,36,772
20210121,Sejong,173,1,156
20210121,Gyeonggi,18655,403,14904
20210121,Gangwon,1581,29,1299
20210121,Chungbuk,1488,48,1152
20210121,Chungnam,1936,31,1728
20210121,Jeonbuk,1002,41,857
20210121,Jeonnam,692,6,567
20210121,Gyeongbuk,2818,64,2539
20210121,Gyeongnam,1833,7,1528
20210121,Jeju,511,0,483
20210121,Quarantine,2621,3,1894
20210122,Seoul,23089,290,18156
20210122,Busan,2496,87,1975
20210122,Daegu,8201,206,7838
20210122,Incheon,3628,45,3108
20210122,Gwangju,1471,15,1276
20210122,Daejeon,959,12,899
20210122,Ulsan,908,36,781
20210122,Sejong,173,1,156
20210122,Gyeonggi,18771,405,15046
20210122,Gangwon,1590,29,1319
20210122,Chungbuk,1489,50,1185
20210122,Chungnam,1943,31,1749
20210122,Jeonbuk,1002,41,864
